knee_angle_deg,hip_angle_deg,ankle_angle_deg,trunk_lean_deg,peak_velocity_m_s,acceleration_m_s2,ground_reaction_force_N,weight_dist_pct_left,vertical_jump_cm,rep_duration_s,label
106.67423352987983,143.59803571429256,98.87017564250422,10.903460315012753,2.6474630459962283,6.2189017573247884,1558.2258445637538,73.79489713109105,36.4510376494929,0.886944004142729,1
153.4696548372101,166.51124991302248,84.28559134004209,4.084256124185654,2.410154930183119,2.4364436539895737,1518.3049490354151,51.91054795349244,32.9516431747698,1.1256908505681267,0
100.27147207161617,131.08843669267156,70.1128223595927,15.547179764772377,2.682440014778675,5.13108442920826,1003.0244352121769,65.76642298050342,46.40504502750602,0.9959969285313383,1
119.28472872960448,145.48552601285186,114.32382064837391,3.9702597923716905,1.0453746247130542,3.815978166819262,1684.8426660878288,53.181791295749804,48.27703268897948,1.6434018177433019,0
127.58071432500986,149.59921434224907,72.43370826476097,12.18933988168154,2.9219059061422423,3.572433421163358,1269.9553996788159,45.261381739091945,35.31879578753762,1.8522678764554634,0
98.17787263056374,127.3087185778562,83.62649532898047,22.105379000510844,2.9248630700570195,7.652127871067193,2036.114609556453,65.85361984194044,37.282150024021384,0.7678899965913256,1
120.84864137363773,144.7458544642213,54.83788363975643,14.948299078412184,3.37010330543808,2.788814708882485,1340.6918748846992,65.05251739930512,48.952497596652414,1.5161083453796271,1
138.80285640700404,162.74451139502176,89.70865438127942,18.365259020604267,2.638684648886072,6.635287109082809,1880.7431475299925,47.10376177007144,51.37441201581802,1.873797774711265,0
135.4245403757145,156.17211318258597,61.49030191606988,7.759052296133939,2.1586820344461404,2.1686903860474946,994.5293995397445,49.59588084535811,49.466631942488554,1.641785178056214,0
125.47173912723403,136.24784716626036,72.15399993504863,11.898506286775714,3.560706025137127,5.709394406204638,998.4094390861003,70.14545006347925,48.93540192031716,1.4201029219731116,1
138.13840065378946,152.57368817079328,102.96044311489183,20.97952833983276,3.649746045912164,6.12078910537184,1550.6107279413122,54.61912458649406,34.813893689979054,2.6817066794160542,0
132.59771388776772,173.27748892723588,77.18943459591738,12.395840463293474,2.380807069212735,4.364293453410336,1398.4054981116433,46.01733356066061,50.787447057642275,2.154134319837295,0
91.30973529986164,149.91608058468526,81.55271953979435,12.328030903630644,4.127802476366555,5.358636241545313,1448.3920065491538,64.5237814889721,51.66241271302576,1.0517341322590155,1
117.87259595660218,145.89040806135563,75.77872191108055,7.97838476545659,2.12840632369523,4.757461450429745,1292.6063880515005,37.72882853202296,39.603542912731356,1.6563985394025362,0
139.24023453007368,131.6515058241019,77.11033652347992,22.106207660199154,3.310433007505639,4.742907346583674,1482.405983113145,69.27053487882849,24.31798400624634,1.9800579500901565,1
80.782370175382,134.83945922090143,67.8297947418409,24.927735165993102,3.3001341389152667,7.509333304038203,2132.921924289456,66.04917376650695,26.007561640472115,1.413747937866027,1
81.91983945747577,124.98215674881303,90.61084957440801,13.720722634960472,3.2199203068282114,5.056182741984776,1215.594387250581,60.264713802585476,27.623944488473725,1.2755174845707749,1
120.97440081655904,154.85303872583702,71.0753537028518,4.668802839840811,2.2655049289952998,4.383152120984565,1498.300038511836,53.630854432858364,48.5168474071488,2.5154372565773673,0
87.69046279237051,121.46389830018894,87.24807930342504,9.099373339325213,2.932027967270922,5.078749315732031,2244.1271796998253,61.096534472693804,49.31424817512074,1.9602070048919171,1
119.20965460580062,165.89544562327586,83.50264516380227,18.968468030629158,3.6101329408152547,5.499471133308754,1586.9850214409953,64.26210540920299,47.59742313486485,1.4339218189331666,1
105.44501451792804,122.49904573151704,89.75217267063418,20.103160602749483,2.017571873422917,6.39369827306462,1814.762750744439,54.091299157097644,36.60955895742505,0.25032186779048726,1
123.39715455328259,132.56328222863905,84.64532978547369,13.113103272484638,2.8701153815082363,6.195326217932177,1912.3760808432748,60.56992752533376,35.40109585198466,1.641611507394404,1
131.70276017876873,159.06195688993296,113.26932425873622,9.07936490692087,3.033428814696663,2.371787297226616,1300.1478284798472,45.21744644273633,49.43314220350556,2.032010040666835,0
103.11125152821013,131.5461116234032,89.9764661963834,16.050249268355593,2.2229475584652607,7.993293908076455,1382.460111327992,49.74306705029383,36.16233010242488,1.7353733222942016,1
131.30570602357258,165.46784764064813,76.89424154534171,5.2861620845055395,3.9915977239890164,2.100328639322838,1142.5929525580755,41.354033837291645,42.15306900924185,1.7719101237523098,0
119.29446712273125,121.06452348756076,69.6755962528248,15.922355972359785,4.523308479609048,6.519740553050249,1386.1240798608765,72.75232490273457,45.019561174915964,0.7850940757290775,1
81.86959667106265,162.35847040826778,89.07846670120476,17.48465347151923,2.975791536824351,3.451527952591605,1341.4559771445618,69.33019071212703,21.45565420209819,2.856455100521921,1
147.033484602709,154.39714268661035,83.60268941725825,9.304597239078337,2.933738005640396,4.043504486860322,1086.43706200146,61.77126813547393,34.89851463660147,2.07922680910481,0
123.69032015851961,147.80749972455473,98.49009225836889,13.547802097476612,3.195225409721914,5.98733934489264,1206.5305428683173,49.85457724963621,51.74547728426289,3.246516831990248,0
112.94374754543355,126.35407757696794,102.9967819249157,18.95082258475593,2.52091301773425,4.585928768375869,1149.8290218971988,54.57528146468694,32.886924121263405,0.344341554168748,1
99.96103620235144,129.68762831847707,81.1565143973188,19.30079666292744,3.334104177335863,6.537258470870176,1856.7219798766564,57.22770721933009,46.04366843684866,0.61308258755067,1
106.51921278627576,156.09677165153758,84.31118863104854,13.626144045109728,4.066357630258399,6.575419773622556,2109.2279677511156,68.38753821305956,43.7090086716333,1.0657519433198421,1
125.5483324034639,152.1790258795967,81.63936435077136,10.997235261066978,3.465407183108287,6.728329447034731,1951.1781972543904,50.67845024147282,43.6698406239611,1.5936312067320884,1
